name,description,old_price,price,size,quantity_in_stock,category_id,image,age_gender,id,rating
Chunky Heel Pumps,"Elegant and comfortable footwear for special occasions, featuring stylish designs with added sparkle, support, and timeless appeal.",,1425334.0,XL,1,13,https://m.media-amazon.com/images/I/61SBYT5u32L._AC_SL1500_.jpg,Kids,837,0.0
Chunky Heel Pumps,"Elegant and comfortable footwear for special occasions, featuring stylish designs with added sparkle, support, and timeless appeal.",,1425334.0,XL,1,13,https://m.media-amazon.com/images/I/61SBYT5u32L._AC_SL1500_.jpg,Babies,838,0.0
Chunky Heel Pumps,"Elegant and comfortable footwear for special occasions, featuring stylish designs with added sparkle, support, and timeless appeal.",,1425334.0,XL,1,13,https://m.media-amazon.com/images/I/61SBYT5u32L._AC_SL1500_.jpg,Women,839,0.0
Chunky Heel Pumps,"Elegant and comfortable footwear for special occasions, featuring stylish designs with added sparkle, support, and timeless appeal.",,1425334.0,XXL,1,13,https://m.media-amazon.com/images/I/61SBYT5u32L._AC_SL1500_.jpg,Women,840,0.0
Baby First Walking Synthetic Leather Shoes,"Soft, durable, and comfortable shoes designed for newborns, providing warmth, support, and a secure fit for their first steps.",,547858.0,S,1,13,https://m.media-amazon.com/images/I/5178YS-v2WL._AC_SL1000_.jpg,Babies,841,0.0
Baby First Walking Synthetic Leather Shoes,"Soft, durable, and comfortable shoes designed for newborns, providing warmth, support, and a secure fit for their first steps.",,547858.0,XL,1,13,https://m.media-amazon.com/images/I/5178YS-v2WL._AC_SL1000_.jpg,Babies,842,0.0
LED Sneakers,"Fun and vibrant light-up sneakers that add excitement to every step, designed for active kids with comfort and style in mind.",,563025.0,S,1,13,https://m.media-amazon.com/images/I/61CmvxUCZ0L._AC_SL1500_.jpg,Kids,843,0.0
LED Sneakers,"Fun and vibrant light-up sneakers that add excitement to every step, designed for active kids with comfort and style in mind.",,563025.0,M,1,13,https://m.media-amazon.com/images/I/61CmvxUCZ0L._AC_SL1500_.jpg,Kids,844,0.0
LED Sneakers,"Fun and vibrant light-up sneakers that add excitement to every step, designed for active kids with comfort and style in mind.",,563025.0,L,1,13,https://m.media-amazon.com/images/I/61CmvxUCZ0L._AC_SL1500_.jpg,Kids,845,0.0
LED Sneakers,"Fun and vibrant light-up sneakers that add excitement to every step, designed for active kids with comfort and style in mind.",,563025.0,L,1,13,https://m.media-amazon.com/images/I/61CmvxUCZ0L._AC_SL1500_.jpg,Babies,846,0.0
LED Sneakers,"Fun and vibrant light-up sneakers that add excitement to every step, designed for active kids with comfort and style in mind.",,563025.0,XL,1,13,https://m.media-amazon.com/images/I/61CmvxUCZ0L._AC_SL1500_.jpg,Kids,847,0.0
LED Sneakers,"Fun and vibrant light-up sneakers that add excitement to every step, designed for active kids with comfort and style in mind.",,563025.0,XL,1,13,https://m.media-amazon.com/images/I/61CmvxUCZ0L._AC_SL1500_.jpg,Babies,848,0.0
LED Sneakers,"Fun and vibrant light-up sneakers that add excitement to every step, designed for active kids with comfort and style in mind.",,563025.0,XXL,1,13,https://m.media-amazon.com/images/I/61CmvxUCZ0L._AC_SL1500_.jpg,Kids,849,0.0
Running Tennis Sneakers,"Durable and comfortable trainers designed for active kids, featuring slip-on convenience, non-slip soles, and support for sports and outdoor activities.",,849619.0,S,1,13,https://m.media-amazon.com/images/I/71vhgg+P2CL._AC_SL1500_.jpg,Kids,850,0.0
Running Tennis Sneakers,"Durable and comfortable trainers designed for active kids, featuring slip-on convenience, non-slip soles, and support for sports and outdoor activities.",,849619.0,M,1,13,https://m.media-amazon.com/images/I/71vhgg+P2CL._AC_SL1500_.jpg,Kids,851,0.0
Running Tennis Sneakers,"Durable and comfortable trainers designed for active kids, featuring slip-on convenience, non-slip soles, and support for sports and outdoor activities.",,849619.0,L,1,13,https://m.media-amazon.com/images/I/71vhgg+P2CL._AC_SL1500_.jpg,Kids,852,0.0
Running Tennis Sneakers,"Durable and comfortable trainers designed for active kids, featuring slip-on convenience, non-slip soles, and support for sports and outdoor activities.",,849619.0,XXL,1,13,https://m.media-amazon.com/images/I/71vhgg+P2CL._AC_SL1500_.jpg,Kids,853,0.0
Women’s Cotton Blouse,"Stylish and comfortable blouse, perfect for office wear, featuring a flattering fit, 3/4 sleeves, and a classic V-neck design.",,976959.0,M,1,14,https://m.media-amazon.com/images/I/71dEMrqRZeL._AC_SL1500_.jpg,Women,854,0.0
Women’s Cotton Blouse,"Stylish and comfortable blouse, perfect for office wear, featuring a flattering fit, 3/4 sleeves, and a classic V-neck design.",,976959.0,XXL,1,14,https://m.media-amazon.com/images/I/71dEMrqRZeL._AC_SL1500_.jpg,Women,855,0.0
Floaty Blouse Dressy Tunic Tops,"Chic and flattering blouses designed for plus sizes, combining elegance and comfort with breathable fabrics, perfect for summer and leggings.",,591147.0,L,1,14,https://m.media-amazon.com/images/I/51Hs1uN1y7L._AC_SL1024_.jpg,Women,856,0.0
Floaty Blouse Dressy Tunic Tops,"Chic and flattering blouses designed for plus sizes, combining elegance and comfort with breathable fabrics, perfect for summer and leggings.",,591147.0,XXL,1,14,https://m.media-amazon.com/images/I/51Hs1uN1y7L._AC_SL1024_.jpg,Women,857,0.0
Sleeve Woven Blouse,"A versatile, flattering long-sleeve blouse made from woven fabric, offering comfort and style for both casual and office wear.",,934934.0,XL,1,14,https://m.media-amazon.com/images/I/A15la1dAULL._AC_SL1500_.jpg,Women,858,0.0
Button Down Blouse for Office,"Elegant silk satin blouse with long sleeves, featuring a classic button-down design, perfect for professional office wear with a touch of luxury.",,1115990.0,S,1,14,https://m.media-amazon.com/images/I/71du6Yq-VvL._AC_SL1500_.jpg,Women,859,0.0
Button Down Blouse for Office,"Elegant silk satin blouse with long sleeves, featuring a classic button-down design, perfect for professional office wear with a touch of luxury.",,1115990.0,M,1,14,https://m.media-amazon.com/images/I/71du6Yq-VvL._AC_SL1500_.jpg,Women,860,0.0
Button Down Blouse for Office,"Elegant silk satin blouse with long sleeves, featuring a classic button-down design, perfect for professional office wear with a touch of luxury.",,1115990.0,XL,1,14,https://m.media-amazon.com/images/I/71du6Yq-VvL._AC_SL1500_.jpg,Women,861,0.0
Elegant V Neck Rolled-up Short Sleeves,"Light and airy chiffon blouse with a flattering V-neck and rolled-up short sleeves, perfect for casual summer days with an elegant touch.",,899860.0,S,1,14,https://m.media-amazon.com/images/I/61WcTNytBhL._AC_SL1500_.jpg,Women,862,0.0
Elegant V Neck Rolled-up Short Sleeves,"Light and airy chiffon blouse with a flattering V-neck and rolled-up short sleeves, perfect for casual summer days with an elegant touch.",,899860.0,M,1,14,https://m.media-amazon.com/images/I/61WcTNytBhL._AC_SL1500_.jpg,Women,863,0.0
Elegant V Neck Rolled-up Short Sleeves,"Light and airy chiffon blouse with a flattering V-neck and rolled-up short sleeves, perfect for casual summer days with an elegant touch.",,899860.0,L,1,14,https://m.media-amazon.com/images/I/61WcTNytBhL._AC_SL1500_.jpg,Women,864,0.0
Elegant V Neck Rolled-up Short Sleeves,"Light and airy chiffon blouse with a flattering V-neck and rolled-up short sleeves, perfect for casual summer days with an elegant touch.",,899860.0,XXL,1,14,https://m.media-amazon.com/images/I/61WcTNytBhL._AC_SL1500_.jpg,Women,865,0.0
Pleated Tunic Blouse,"A stylish and comfortable V-neck pleated tunic top, offering a relaxed fit and perfect for casual or semi-formal occasions.",,807278.0,S,1,14,https://m.media-amazon.com/images/I/71tGu0xe4zL._AC_SL1500_.jpg,Women,866,0.0
Pleated Tunic Blouse,"A stylish and comfortable V-neck pleated tunic top, offering a relaxed fit and perfect for casual or semi-formal occasions.",,807278.0,L,1,14,https://m.media-amazon.com/images/I/71tGu0xe4zL._AC_SL1500_.jpg,Women,867,0.0
Off The Shoulder Cotton Linen Blouse,"Elegant off-the-shoulder blouse made from cotton linen, featuring a front pleat and loose fit, perfect for casual outings, office wear, or weddings.",,514048.0,S,1,14,https://m.media-amazon.com/images/I/71wkaRspedL._AC_SL1500_.jpg,Women,868,0.0
Off The Shoulder Cotton Linen Blouse,"Elegant off-the-shoulder blouse made from cotton linen, featuring a front pleat and loose fit, perfect for casual outings, office wear, or weddings.",,514048.0,M,1,14,https://m.media-amazon.com/images/I/71wkaRspedL._AC_SL1500_.jpg,Women,869,0.0
Off The Shoulder Cotton Linen Blouse,"Elegant off-the-shoulder blouse made from cotton linen, featuring a front pleat and loose fit, perfect for casual outings, office wear, or weddings.",,514048.0,XL,1,14,https://m.media-amazon.com/images/I/71wkaRspedL._AC_SL1500_.jpg,Women,870,0.0
Off The Shoulder Cotton Linen Blouse,"Elegant off-the-shoulder blouse made from cotton linen, featuring a front pleat and loose fit, perfect for casual outings, office wear, or weddings.",,514048.0,XXL,1,14,https://m.media-amazon.com/images/I/71wkaRspedL._AC_SL1500_.jpg,Women,871,0.0
V Neck Long Sleeve Blouse,"Trendy cold shoulder blouse with a flattering V-neck and long sleeves, perfect for casual wear with a stylish touch.",,803486.0,S,1,14,https://m.media-amazon.com/images/I/61ghRPSoYpL._AC_SL1500_.jpg,Women,872,0.0
V Neck Long Sleeve Blouse,"Trendy cold shoulder blouse with a flattering V-neck and long sleeves, perfect for casual wear with a stylish touch.",,803486.0,L,1,14,https://m.media-amazon.com/images/I/61ghRPSoYpL._AC_SL1500_.jpg,Women,873,0.0
V Neck Long Sleeve Blouse,"Trendy cold shoulder blouse with a flattering V-neck and long sleeves, perfect for casual wear with a stylish touch.",,803486.0,XL,1,14,https://m.media-amazon.com/images/I/61ghRPSoYpL._AC_SL1500_.jpg,Women,874,0.0
V Neck Long Sleeve Blouse,"Trendy cold shoulder blouse with a flattering V-neck and long sleeves, perfect for casual wear with a stylish touch.",,803486.0,XXL,1,14,https://m.media-amazon.com/images/I/61ghRPSoYpL._AC_SL1500_.jpg,Women,875,0.0
Dressy Casual Women’s Tops,"Comfortable and stylish tees and blouses, featuring casual designs, soft fabrics, and elegant touches, perfect for both everyday wear and dressy casual occasions.",,633489.0,S,1,14,https://m.media-amazon.com/images/I/6169bhoo8fL._AC_SL1500_.jpg,Women,876,0.0
Dressy Casual Women’s Tops,"Comfortable and stylish tees and blouses, featuring casual designs, soft fabrics, and elegant touches, perfect for both everyday wear and dressy casual occasions.",,633489.0,XL,1,14,https://m.media-amazon.com/images/I/6169bhoo8fL._AC_SL1500_.jpg,Women,877,0.0
Streetwear Blouse for Women,"Satin silk blouse with a vintage turn-down collar, combining office sophistication with casual chic for a versatile, stylish look.",,607262.0,S,1,14,https://m.media-amazon.com/images/I/5171-qa-c3L._AC_SL1000_.jpg,Women,878,0.0
Streetwear Blouse for Women,"Satin silk blouse with a vintage turn-down collar, combining office sophistication with casual chic for a versatile, stylish look.",,607262.0,L,1,14,https://m.media-amazon.com/images/I/5171-qa-c3L._AC_SL1000_.jpg,Women,879,0.0
Streetwear Blouse for Women,"Satin silk blouse with a vintage turn-down collar, combining office sophistication with casual chic for a versatile, stylish look.",,607262.0,XL,1,14,https://m.media-amazon.com/images/I/5171-qa-c3L._AC_SL1000_.jpg,Women,880,0.0
Streetwear Blouse for Women,"Satin silk blouse with a vintage turn-down collar, combining office sophistication with casual chic for a versatile, stylish look.",,607262.0,XXL,1,14,https://m.media-amazon.com/images/I/5171-qa-c3L._AC_SL1000_.jpg,Women,881,0.0
Evening Party Tulle Skirt,"Glamorous tulle tutu skirt adorned with sequin stars, perfect for dance, parties, and special events like Christmas and Halloween.",,607262.0,S,1,15,https://m.media-amazon.com/images/I/81coU91QyrL._AC_SL1500_.jpg,Kids,882,0.0
Evening Party Tulle Skirt,"Glamorous tulle tutu skirt adorned with sequin stars, perfect for dance, parties, and special events like Christmas and Halloween.",,607262.0,L,1,15,https://m.media-amazon.com/images/I/81coU91QyrL._AC_SL1500_.jpg,Kids,883,0.0
Evening Party Tulle Skirt,"Glamorous tulle tutu skirt adorned with sequin stars, perfect for dance, parties, and special events like Christmas and Halloween.",,607262.0,XL,1,15,https://m.media-amazon.com/images/I/81coU91QyrL._AC_SL1500_.jpg,Kids,884,0.0
Pleated Elastic High Waist Skirt,"Flirty and fun pleated mini skater skirt with a high waist, perfect for casual outings, parties, dance events, or school wear.",,703004.0,S,1,15,https://m.media-amazon.com/images/I/61Jy2KXviYL._AC_SL1500_.jpg,Kids,885,0.0
Pleated Elastic High Waist Skirt,"Flirty and fun pleated mini skater skirt with a high waist, perfect for casual outings, parties, dance events, or school wear.",,703004.0,S,1,15,https://m.media-amazon.com/images/I/61Jy2KXviYL._AC_SL1500_.jpg,Women,886,0.0
Pleated Elastic High Waist Skirt,"Flirty and fun pleated mini skater skirt with a high waist, perfect for casual outings, parties, dance events, or school wear.",,703004.0,M,1,15,https://m.media-amazon.com/images/I/61Jy2KXviYL._AC_SL1500_.jpg,Kids,887,0.0
Pleated Elastic High Waist Skirt,"Flirty and fun pleated mini skater skirt with a high waist, perfect for casual outings, parties, dance events, or school wear.",,703004.0,XL,1,15,https://m.media-amazon.com/images/I/61Jy2KXviYL._AC_SL1500_.jpg,Kids,888,0.0
Pleated Elastic High Waist Skirt,"Flirty and fun pleated mini skater skirt with a high waist, perfect for casual outings, parties, dance events, or school wear.",,703004.0,XXL,1,15,https://m.media-amazon.com/images/I/61Jy2KXviYL._AC_SL1500_.jpg,Women,889,0.0
Irregular Yarn Skirt,"Elegant tulle midi skirt with sequins, featuring a high waist and layered design, perfect for a fairy-like look or special occasions.",,706796.0,S,1,15,https://m.media-amazon.com/images/I/61hYe0TexIL._AC_SL1500_.jpg,Kids,890,0.0
Irregular Yarn Skirt,"Elegant tulle midi skirt with sequins, featuring a high waist and layered design, perfect for a fairy-like look or special occasions.",,706796.0,S,1,15,https://m.media-amazon.com/images/I/61hYe0TexIL._AC_SL1500_.jpg,Women,891,0.0
Irregular Yarn Skirt,"Elegant tulle midi skirt with sequins, featuring a high waist and layered design, perfect for a fairy-like look or special occasions.",,706796.0,M,1,15,https://m.media-amazon.com/images/I/61hYe0TexIL._AC_SL1500_.jpg,Kids,892,0.0
Irregular Yarn Skirt,"Elegant tulle midi skirt with sequins, featuring a high waist and layered design, perfect for a fairy-like look or special occasions.",,706796.0,M,1,15,https://m.media-amazon.com/images/I/61hYe0TexIL._AC_SL1500_.jpg,Women,893,0.0
Irregular Yarn Skirt,"Elegant tulle midi skirt with sequins, featuring a high waist and layered design, perfect for a fairy-like look or special occasions.",,706796.0,L,1,15,https://m.media-amazon.com/images/I/61hYe0TexIL._AC_SL1500_.jpg,Kids,894,0.0
Irregular Yarn Skirt,"Elegant tulle midi skirt with sequins, featuring a high waist and layered design, perfect for a fairy-like look or special occasions.",,706796.0,XL,1,15,https://m.media-amazon.com/images/I/61hYe0TexIL._AC_SL1500_.jpg,Kids,895,0.0
Irregular Yarn Skirt,"Elegant tulle midi skirt with sequins, featuring a high waist and layered design, perfect for a fairy-like look or special occasions.",,706796.0,XXL,1,15,https://m.media-amazon.com/images/I/61hYe0TexIL._AC_SL1500_.jpg,Women,896,0.0
Buttons Tartan Skater Skirt,"Classic plaid pleated skirt with an elastic waist and button detail, perfect for school, cosplay, or a casual day out.",,741870.0,S,1,15,https://m.media-amazon.com/images/I/71oIwMjs-jL._AC_SL1500_.jpg,Kids,897,0.0
Buttons Tartan Skater Skirt,"Classic plaid pleated skirt with an elastic waist and button detail, perfect for school, cosplay, or a casual day out.",,741870.0,M,1,15,https://m.media-amazon.com/images/I/71oIwMjs-jL._AC_SL1500_.jpg,Kids,898,0.0
Buttons Tartan Skater Skirt,"Classic plaid pleated skirt with an elastic waist and button detail, perfect for school, cosplay, or a casual day out.",,741870.0,M,1,15,https://m.media-amazon.com/images/I/71oIwMjs-jL._AC_SL1500_.jpg,Women,899,0.0
Buttons Tartan Skater Skirt,"Classic plaid pleated skirt with an elastic waist and button detail, perfect for school, cosplay, or a casual day out.",,741870.0,L,1,15,https://m.media-amazon.com/images/I/71oIwMjs-jL._AC_SL1500_.jpg,Women,900,0.0
Buttons Tartan Skater Skirt,"Classic plaid pleated skirt with an elastic waist and button detail, perfect for school, cosplay, or a casual day out.",,741870.0,XL,1,15,https://m.media-amazon.com/images/I/71oIwMjs-jL._AC_SL1500_.jpg,Women,901,0.0
Buttons Tartan Skater Skirt,"Classic plaid pleated skirt with an elastic waist and button detail, perfect for school, cosplay, or a casual day out.",,741870.0,XXL,1,15,https://m.media-amazon.com/images/I/71oIwMjs-jL._AC_SL1500_.jpg,Kids,902,0.0
Buttons Tartan Skater Skirt,"Classic plaid pleated skirt with an elastic waist and button detail, perfect for school, cosplay, or a casual day out.",,741870.0,XXL,1,15,https://m.media-amazon.com/images/I/71oIwMjs-jL._AC_SL1500_.jpg,Women,903,0.0
Midi Maxi Denim Skirt,"Classic plaid pleated skirt with an elastic waist and button detail, perfect for school, cosplay, or a casual day out.",,1236694.0,L,1,15,https://m.media-amazon.com/images/I/610Gf-uyeFL._AC_SL1500_.jpg,Women,904,0.0
Knee-Length Midi Skirt,"Chic pleated midi skirt with a satin finish, perfect for casual or elegant occasions in both summer and autumn, offering a flattering A-line fit.",,786739.0,L,1,15,https://m.media-amazon.com/images/I/71BnwV1CCyL._AC_SL1500_.jpg,Women,905,0.0
Knee-Length Midi Skirt,"Chic pleated midi skirt with a satin finish, perfect for casual or elegant occasions in both summer and autumn, offering a flattering A-line fit.",,786739.0,XL,1,15,https://m.media-amazon.com/images/I/71BnwV1CCyL._AC_SL1500_.jpg,Women,906,0.0
Knee-Length Midi Skirt,"Chic pleated midi skirt with a satin finish, perfect for casual or elegant occasions in both summer and autumn, offering a flattering A-line fit.",,786739.0,XXL,1,15,https://m.media-amazon.com/images/I/71BnwV1CCyL._AC_SL1500_.jpg,Women,907,0.0
Solid Color Flared Knee Length Skirt,"Effortlessly stylish knee-length flared skirt in solid colors, made with stretchy fabric for comfort, paired with a cozy sweater for a complete, casual look.",,1102439.0,S,1,15,https://m.media-amazon.com/images/I/61Igdl+dbZL._AC_SL1500_.jpg,Women,908,0.0
Solid Color Flared Knee Length Skirt,"Effortlessly stylish knee-length flared skirt in solid colors, made with stretchy fabric for comfort, paired with a cozy sweater for a complete, casual look.",,1102439.0,M,1,15,https://m.media-amazon.com/images/I/61Igdl+dbZL._AC_SL1500_.jpg,Women,909,0.0
Solid Color Flared Knee Length Skirt,"Effortlessly stylish knee-length flared skirt in solid colors, made with stretchy fabric for comfort, paired with a cozy sweater for a complete, casual look.",,1102439.0,L,1,15,https://m.media-amazon.com/images/I/61Igdl+dbZL._AC_SL1500_.jpg,Women,910,0.0
Solid Color Flared Knee Length Skirt,"Effortlessly stylish knee-length flared skirt in solid colors, made with stretchy fabric for comfort, paired with a cozy sweater for a complete, casual look.",,1102439.0,XXL,1,15,https://m.media-amazon.com/images/I/61Igdl+dbZL._AC_SL1500_.jpg,Women,911,0.0
Magic Light Princess LED Dancing Skirt,"Magical LED light-up tutu skirt for girls, perfect for dancing, birthday parties, and Christmas celebrations, adding a fun, princess-like touch to any occasion.",,1066800.0,S,1,15,https://m.media-amazon.com/images/I/61ADo607pNL._AC_SL1500_.jpg,Kids,912,0.0
Magic Light Princess LED Dancing Skirt,"Magical LED light-up tutu skirt for girls, perfect for dancing, birthday parties, and Christmas celebrations, adding a fun, princess-like touch to any occasion.",,1066800.0,XL,1,15,https://m.media-amazon.com/images/I/61ADo607pNL._AC_SL1500_.jpg,Kids,913,0.0
Flared Skater Skirt,"Cute and stylish suspender skirt with a knit fabric, featuring an A-line, flared design, perfect for casual wear and adding a playful touch to any outfit.",,737196.0,S,1,15,https://m.media-amazon.com/images/I/51FAU7y60OL._AC_SL1000_.jpg,Kids,914,0.0
Flared Skater Skirt,"Cute and stylish suspender skirt with a knit fabric, featuring an A-line, flared design, perfect for casual wear and adding a playful touch to any outfit.",,737196.0,M,1,15,https://m.media-amazon.com/images/I/51FAU7y60OL._AC_SL1000_.jpg,Kids,915,0.0
Flared Skater Skirt,"Cute and stylish suspender skirt with a knit fabric, featuring an A-line, flared design, perfect for casual wear and adding a playful touch to any outfit.",,737196.0,L,1,15,https://m.media-amazon.com/images/I/51FAU7y60OL._AC_SL1000_.jpg,Kids,916,0.0
Flared Skater Skirt,"Cute and stylish suspender skirt with a knit fabric, featuring an A-line, flared design, perfect for casual wear and adding a playful touch to any outfit.",,737196.0,XL,1,15,https://m.media-amazon.com/images/I/51FAU7y60OL._AC_SL1000_.jpg,Kids,917,0.0
Flared Skater Skirt,"Cute and stylish suspender skirt with a knit fabric, featuring an A-line, flared design, perfect for casual wear and adding a playful touch to any outfit.",,737196.0,XXL,1,15,https://m.media-amazon.com/images/I/51FAU7y60OL._AC_SL1000_.jpg,Kids,918,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,S,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Babies,919,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,S,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Kids,920,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,M,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Babies,921,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,M,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Kids,922,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,L,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Babies,923,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,XL,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Babies,924,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,XL,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Kids,925,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,XXL,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Babies,926,0.0
Pageant Formal Dress for Toddlers,"Perfect for weddings, birthday parties, baptisms, and formal occasions, offering a graceful look for little girls.",,552094.0,XXL,1,15,https://m.media-amazon.com/images/I/61Y1G80gs9L._AC_SL1500_.jpg,Kids,927,0.0
"Watch for Women, Black Watch for Women - Stylish Watches for Women, Silver Watch for Ladies","This black analog watch features an elegant design that complements any outfit, making it a versatile accessory for women who appreciate both style and functionality.",,2151457.0,S,2,6,https://m.media-amazon.com/images/I/611qRThJr6L._AC_SL1500_.jpg,Women,928,0.0
"Watch for Women, Black Watch for Women - Stylish Watches for Women, Silver Watch for Ladies","This black analog watch features an elegant design that complements any outfit, making it a versatile accessory for women who appreciate both style and functionality.",,2151457.0,M,2,6,https://m.media-amazon.com/images/I/611qRThJr6L._AC_SL1500_.jpg,Women,929,0.0
"Watch for Women, Black Watch for Women - Stylish Watches for Women, Silver Watch for Ladies","This black analog watch features an elegant design that complements any outfit, making it a versatile accessory for women who appreciate both style and functionality.",,2151457.0,L,2,6,https://m.media-amazon.com/images/I/611qRThJr6L._AC_SL1500_.jpg,Women,930,0.0
"Watch for Women, Black Watch for Women - Stylish Watches for Women, Silver Watch for Ladies","This black analog watch features an elegant design that complements any outfit, making it a versatile accessory for women who appreciate both style and functionality.",,2151457.0,XL,2,6,https://m.media-amazon.com/images/I/611qRThJr6L._AC_SL1500_.jpg,Women,931,0.0
"Women's Dainty Analog Leather Dress Watch for Small Wrists, Ladies Waterproof Watches for Women","Specifically crafted for small wrists, this watch combines elegance with a comfortable fit, making it an ideal accessory for women seeking a stylish yet delicate timepiece.",,445165.0,S,2,6,https://m.media-amazon.com/images/I/61nm5GmKgRL._AC_SL1500_.jpg,Women,932,0.0
"Women's Dainty Analog Leather Dress Watch for Small Wrists, Ladies Waterproof Watches for Women","Specifically crafted for small wrists, this watch combines elegance with a comfortable fit, making it an ideal accessory for women seeking a stylish yet delicate timepiece.",,445165.0,M,2,6,https://m.media-amazon.com/images/I/61nm5GmKgRL._AC_SL1500_.jpg,Women,933,0.0
"Women's Dainty Analog Leather Dress Watch for Small Wrists, Ladies Waterproof Watches for Women","Specifically crafted for small wrists, this watch combines elegance with a comfortable fit, making it an ideal accessory for women seeking a stylish yet delicate timepiece.",,445165.0,L,2,6,https://m.media-amazon.com/images/I/61nm5GmKgRL._AC_SL1500_.jpg,Women,934,0.0
"Women's Dainty Analog Leather Dress Watch for Small Wrists, Ladies Waterproof Watches for Women","Specifically crafted for small wrists, this watch combines elegance with a comfortable fit, making it an ideal accessory for women seeking a stylish yet delicate timepiece.",,445165.0,XL,2,6,https://m.media-amazon.com/images/I/61nm5GmKgRL._AC_SL1500_.jpg,Women,935,0.0
"Women's Dainty Analog Leather Dress Watch for Small Wrists, Ladies Waterproof Watches for Women","Specifically crafted for small wrists, this watch combines elegance with a comfortable fit, making it an ideal accessory for women seeking a stylish yet delicate timepiece.",,445165.0,XXL,2,6,https://m.media-amazon.com/images/I/61nm5GmKgRL._AC_SL1500_.jpg,Women,936,0.0
Gold Silver Two Tone Women Stainless Steel Watch Small Wrist ElegantDress,"This watch features a stunning gold and silver two-tone finish, blending elegance with style, making it perfect for both casual and formal occasions.",,1386153.0,S,2,6,https://m.media-amazon.com/images/I/51chww+xAxL._SS400_.jpg,Women,937,0.0
Gold Silver Two Tone Women Stainless Steel Watch Small Wrist ElegantDress,"This watch features a stunning gold and silver two-tone finish, blending elegance with style, making it perfect for both casual and formal occasions.",,1386153.0,M,2,6,https://m.media-amazon.com/images/I/51chww+xAxL._SS400_.jpg,Women,938,0.0
Gold Silver Two Tone Women Stainless Steel Watch Small Wrist ElegantDress,"This watch features a stunning gold and silver two-tone finish, blending elegance with style, making it perfect for both casual and formal occasions.",,1386153.0,L,2,6,https://m.media-amazon.com/images/I/51chww+xAxL._SS400_.jpg,Women,939,0.0
Gold Silver Two Tone Women Stainless Steel Watch Small Wrist ElegantDress,"This watch features a stunning gold and silver two-tone finish, blending elegance with style, making it perfect for both casual and formal occasions.",,1386153.0,XL,2,6,https://m.media-amazon.com/images/I/51chww+xAxL._SS400_.jpg,Women,940,0.0
Gold Silver Two Tone Women Stainless Steel Watch Small Wrist ElegantDress,"This watch features a stunning gold and silver two-tone finish, blending elegance with style, making it perfect for both casual and formal occasions.",,1386153.0,XXL,2,6,https://m.media-amazon.com/images/I/51chww+xAxL._SS400_.jpg,Women,941,0.0
Watches for Men Luxury Chronograph 3ATM Waterproof Quartz Sport Wrist,"Combines elegance and functionality, making it suitable for both casual and formal occasions while appealing to style-conscious men.",,1384573.0,S,2,6,https://m.media-amazon.com/images/I/71xZJyJvjjL._AC_SL1500_.jpg,Men,942,0.0
Watches for Men Luxury Chronograph 3ATM Waterproof Quartz Sport Wrist,"Combines elegance and functionality, making it suitable for both casual and formal occasions while appealing to style-conscious men.",,1384573.0,M,2,6,https://m.media-amazon.com/images/I/71xZJyJvjjL._AC_SL1500_.jpg,Men,943,0.0
Watches for Men Luxury Chronograph 3ATM Waterproof Quartz Sport Wrist,"Combines elegance and functionality, making it suitable for both casual and formal occasions while appealing to style-conscious men.",,1384573.0,L,2,6,https://m.media-amazon.com/images/I/71xZJyJvjjL._AC_SL1500_.jpg,Men,944,0.0
